Görüş;Durum
Yorumlara kanarak aldım evet ürün güzel tatlı bir ürün ama daha yeni kullanmaya başlamama rağmen ekran kararıyor ve kendini kapatıyor. Ayrıca 400 oyun denmiş fakat açtığınızda da 400 oyun var gibi gözükse de o kadar oyun yok aynı oyunları tekrar tekrar koymuşlar. Şarj kısmını hiç anlamadık bütün talimatlar ingilizce veya çince. Şarj da edemiyoruz yani. Alırken youtuber/influencer gibi ünlülerin storylerinde görüp parasına değer diye düşündüm aldım ama değmiyor bence hiç almayın .;1
Çok büyük hevesle aldım ama beklediğim gibi gelmedi kalitesi çok çok düşük şarja bağlı kullanılabiliyor sadece maalesef iade;1
Ürün çok kalitesiz 1 hafta olmadan sarj bölmesi içeri kaçtı sarj edilemiyor evet çok pahalı bir ürün değil ama paranızı çöpe atmayın;1
Çok kötü almanızı tavsiye etmem. Çok kaliteli bir şey beklemiyordum ancak bir günde iki kere oynamama rağmen daha ikinci oynamamda ekran karardı ve gitti;1
urun çok basit ses kalitesi görüntü kalitesi çok kötü oyunun sesini açtığımda sürekli cızırtı geliyor.en fazla 10 oyun oynanabilir;1
Ürün aldıgımızda cok begendık fakat cok kısa sürede bozuldu belki şans ama hiç adam akıllı oynayamadan bozulması üzdü;1
Göründüğünden daha küçük ekran kalitesi eski aterilerle aynı özellikle kırmıza almama rağmen siyah geldi;1
Beklediğimden basit bir ürün geldi. İçimdeki oyunlar için aldım ama kalite olarak çok vasat. Tuşlar bile oyun esnasında döküntü çıkarıyor;1
Oyunlar güzel ama tıpkı ataride kasetler gibi 999 in bir ama 10 tanesi farklı gerisi kopya beklentimi pek karşılamadı dogrusu...;1
ürün çok güzel fakat 54 saat geçmeden arızalandı ve şarj olduktan hemen sonra kapanıyor şarj olmuyor iade talep ettik maalesef :(;1
Küçük çocuğunuza alacaksanız iş görebelir fakat kendiniz içinse boşa para vermeyin.İçinde nostaljik çok güzel oyunlar var ama görüntü rezalet aynı şekilde kontrolde çok zor oyun içinde.Üründe çok hafif adi plastikten yapılmış eski kasetli nintedolar vardı görüntüsü o ama kalite yerlerde;1
Çok büyük Hevesle aldık fakat ekranı çizik geldi,oyunun ortasında donuyor, şarjı hemen bitiyor ve belli bir zaman sonra cızırtı yapmaya başlıyor. Mecburen iade edeceğim.;1
Ürünün malzeme kalitesi pek iyi değil. Ayrica ekran kılcal çiziklerle geldi sanki bir süre kullanılmış da kutusuna geri konmus gibi. Neyse ki görüntü de bir engel teskil etmiyor. Onun dışında çok keyifli çocukluguma döndüm..;1
Üründen 5 adet aldım, istediğim renk gelmedi ve içinden tv ye bağlama kablosu çıkmadı aynı zamanda kargo en geç 4-6 gün yazmasına rağmen tam 9 gün sonra geldi.;1
Ekran kalitesi göründüğü gibi değil, sesi biraz çızırtılı çıkıyor ve kırmızı rengini istememize rağmen satıcı bize siyah rengini göndermiş. Gönderime hazırlanırken rengine dikkat edilmiyor sanırım.;1
İndirimde uygun fiyata almıştım ancak beklediğim kalitede bi ürün çıkmadı. Ekran ve tuşlar sürekli donuyor. Alırken oyun konsolu olduğu belirtilmişti ancak paketten çıkmadı.;1
Ürünün şarjı hemen bitiyor ekran çok çabuk kararıyor bilginiz olsun;1
İkinci şarjdan sonra inanılmaz ısınmaya başladı olmasada olur bi konsol;1
Kalitesini çok beğenmediğim için iade ettim,sanki çok çabuk bozulacak imajı veriyor.;1
Cok beğenerek aldım. Cok da güzel vakit geciriyoduk ama 1 ay olmadan bozuldu;1
İçeriği harika ama Çin malı işte şarj almadı iade. Ettim;1
Çok küçük ve ayrıca plastik bir ürün pek sağlam gibi gelmedi üzgünüm ama beğenmedim;1
Güzel bir oyuncak ama yeni nesil çocuklar maalesef hemen sıkılıyor;1
Bir tuşu basmıyordu az daha kaliteli olabilirdi iade ettim;1
Resimde görüldüğü gibi bir ekran yok, imgeler çok küçük, beğenmedim, geri yolladım.;1
ÇOK BEĞENDİM AMA NİYE BEYAZ RENKTE YOLLADINIZ BEN KIRMIZI İSTİYODUM :(;0
Cocklumun oyunları cok güzel ama şarş yerleri hemen bozuldu;0
37 yaşımdayım kendime bir heved aldım şarj yuvası yok ??;1
ürün çok kalitesiz tuşlara zor basılıyor iade ettim o yüzden;1
İdare eder derecede bir ürün Türkçe seçeneğinin olmaması eksi puan. Bizim icin;0
kalitesi düşük çabuk arıza verdi. bataryasını değiştirmek zorunda kaldık.;1
Ürün rengi kırmızı diye aldım beyaz geldi onun dışında oyunlar var içinde güzel super mario var;0
urun güzel ancak kırmızı sipariş verdik siyah geldi;0
Çok hafif ve beklenenden küçük atari ekran kalitesi kötüye yakın fiyatı daha uygun olmalıydı.;1
Ürün eski oyunlar çok güzel sadece kırmızı seçmiştim beyaz geldi onun dışında bir sorun yok.;0
Ürün güzel şirin cocuklar için degisik bi heyecan ?;2
orta sevıye kalıtede bır urun buyuk beklentılerde olmadan keyfını cıkarabılırsınız;0
Ürün biraz küçük geldi.Buna ek olarak şarj süresi epey kısa.;1
geldi güzel ama şarj almıyor fiyatina göre iyi bi ürün değil;1
Kutunun içinden yedek bataryasi cıkmıdı sarjı cok cabuk BİTİYOR;1
Ürünü kırmızı renk seçmemize rağmen , siyah göndermişler, şarjı çok kısa gidiyor;1
Kırmızı sipariş ettim siyah geldi :( onun dışında çok tatlı televizyona bağlanılabiliyor;0
Çok güzel oyunlar var. Ama ekran çok kücük ve şarji çabuk bitiyor.;0
Çok kaliteli bir ürün değil ekranı çabuk gitti daha kalteli olabilirdi.;1
Ürün çok kaliteli değil. Paketlemeside çok özensiz yapılmış;1
Ürün güzel fakat bataryası çabuk bitiyor almak istiyenler kişilere yedek batarya almayı unutmayın :);0
İlginç nostaljil bir ürün, yedek bataryası ve sarj aleti olsaydı daha iyiydi ama;0
Parasına göre çok basit bence;1
Çok kaliteli değil iade ettim;1
Çok küçük ama zaten ölçüleri yazıyor güzel;0
Nostalji oldu. Fiyatına göre gerçekten çok iyi;2
Kullanışlı eski günleri hatırlattı;2
çok hafif bi urun yaninda tasinabilir;2
İşletimi biraz eski ama idare eder;0
Çok uzun süre de geldi ama çok iyi;0
Görüntü kalitesi kötü;1
cok kaliteli degil cabuk bozuluyor;0
Aşırı kalitesiz. Ama ihtiyacı karşılıyor.;1
Oyunlar açılmıyor almayın;1
Yeğenlerime aldım. Severek oynuyorlar;2
Hızlı geldi ama plastik diye iade ettim;1
Kalitesini sevemedim .;1
kayinvalideme aldım onunla oyalanıyor ??;1
sarji cok cabuk bitiyor;1
Çok beklentiniz olmasın;1
kırmızı sipariş ettim sarı geldi;0
Çocukluğumuzın oyuncağı eğlenceli;2
güzel nostaljik hediye olarak aldim.;2
Fiyat performans urunu tesekkurler;2
çok çabuk şarjı bitiyor yoksa çok guzel;0
çok hızlı şarjı bitiyor;1
cok yapmacık oyuncak gibiydi begenemdm;1
Güzel tek sorun ıngılızce olması;0
Tavsiye etmem. Bu fiyata değmez;1
Aynı oyundan 5şer tane var ama güzel;0
Tavsiye etmem. Bu fiyata değmez;1
Çok d beğenmedik. Malzeme kalitesi çok kötü.;1
İyi keyifli baya oyun var;2
Fiyatına göre uygun bir ürün. hızlı teslim edildi.;2
Ürün güzel fiyat uygun eğlenceli;2
Ürün güzel çocuklar beğendi;2
Ürün fiyat performans olarak iyi.;2
ürünün fiyatı hem uygun hemde kaliteli ??;2
güzel ürün gayet kullanışlı;2
Fiyat uygun malzemesi de ona gore;2
Kolda bir sıkıntı oldu ama gayet iyi;0
Ürün gercekten cok guzel..;2
Tv kablosu çok kısa. Oyunlar güzel.;0
Hızlı kargo harıka ürün :);2
Ekranı küçük;1
Nostalji gercekten.;2
güzel diyelim;0
Nostalji tam;2
Fena değil;0
Tatli bir alet ;2
Fena değil;0
eğlenceli.;2
Hızlı kargo;2
harika;2
Eskileri yad ettik ??;2
Tam bir nostalji;2
Kalitesi biraz kötü;1
harika bir urun;2
hem uygun hrm kalite;2
Mikemmel on numara;2
oyunlar harika ??;2
çok keyifli;2
Çok beğendim :);2
iş yapar güzel;2
Çok teşekkür ederim;2
urun çok güzel;2
Ama çok güzelsin ??;2
harika ....;2
cok guzel begendik;2
guzel urun;2
güzel ürün;2
Süper tek kelimeyle;2
bence baya iyi;2
Gayet kaliteli;2
fiyatina gore guzel;2
Hizli geldi ve guzel;2
çok beğendim;2
Ürün çok güzel geldi;2
çok kullanışlı;2
Gayet İyi urun....;2
Güzelllllll;2
Çocukluğummm ??;2
Kalitesini beğenmedim çok ucuz ve kalitesiz malzeme kullanımı vardı oyunlar birbirinin aynısı içinde 150 oyun anca vardır birde sadece Çince ve İngilizce geldiği gibi iade ettim.;1
ürün fiyatına göre degil çok kalitesiz bir kere düşmesiyle şarj yeri bozuldu bataryayı ayriyetten şarj ediyorum onun dışında oyunlar tekrarlıyor ve şarjı çok Çabuk bitiyor almayın tavsiye etmiyorum;1
kirmızi istedim özellikle beyaz geldi halbuki beyazin fiyati daha uygundu ama almadim yinede onu göndermişler bu ilgisizlik beni çok üzdü renk konusunda alacaklar ona gore alsin. onun disinda paketlemesi guzeldi cabuk geldi sorun yaşamadim.. oyunlar cok eğlenceli tavsiye ederim;1
Ürünu begenerek aldim yalniz elime geldiginde ekrani hep cizik arti icinde bi parca kirikmi cikmismi bilmiyorum hafif sallandiginda icindeki o parca ses cikartiyo tik tik die sevmedim iade talebi olusturdum ve geri yollicam en kisa zamanda;1
Hiç memnun değilim çünkü şarjı 15 dakikada bitiyor anlamadım banamı öylesi denk geldi ama çbuk bitiyor.aldığımın ikinci güninden beri öylece rafta duruyor;1
Bir hafta içinde bozuldu ekran kararıyor arkadaki kapak bataryayla temas ediyor ancak kapağı cikartinca çalışıyor oda ikide bir ekran gidiyor;1
Çocukların gözleri için çok tehlikeli bir ürün sadece 10 dk oynadığımda başım ve gözüm ağrıdı çocuklara daha cok zarar verebilir;1
Çok dandik çocuğun elinden düştü hemen şarj olma yeri kırıldı para çöpe gitti üzgünüm bu kdar basit bi yapıda olacağını bilseydim almazdim ??????;1
Ürünün ilk kullanımda sorunu yoktu ancak daha sonra ekran parlaklığı azaldı ve tamamen gitti. dun teslim aldik aksam parlaklığı azaldı daha sonrada tamamen gitti;1
54 saat içinde bozuldu hemen şarj ederken çok cızırtı çıkarıyor heran elimde patlayacak gibi ve yazılarının hepsi çince yazılmış hiçbirşey anlaşılmıyor;1
Hayatımda gördüğüm en uyduruk şey. 7 yaşındaki kızıma aldım o bile anne bu ne böyle dedi. İçinden de ne fatura çıktı nede tv ye bağlanacak konsol gibi şey sakın ama sakın almayın tamamen hayal kırıklığı geri iade ediyorum;1
Kalite olarak beğenmedim plastiği ekranı herşeyiyle 400 oyunu oynayamadan elinizde kalacak hissi veriyor;1
Urun asiri derecede kalitesiz dis kismi plastik resmen ger an kirilacak gibi ve bataryadansorun var dolmuyor.fatirasids elimde yok ama geri gondermeye calisacagim paranizi bosa harcamayin derim cok kalitesiz;1
berbat ötesi birşey kesinlikle tavsiye etmem ve ekran ciziklerle dolu 3310 telefondaki yılan oyunlari gibi verdigimiz paraya yazik açıklamalardaki hiç bir detaya uymuyor..;1
Ürünü aldık ancak beklediğimizden daha dandik çıktı. Sanki hemen bozulabilirmiş gibi çok hafif ve fiyatı buna göre pahalı geldi o yüzden iade ediyorum.;1
Tuşlar çok kötü basması çok sıkıntılı. İçinde 400 tane oyun yok. 400 gibi listelenmiş ama bir yerden sonra liste tekrar etmeye başlıyor. Hyper Olimpics, Hyper Sports gibi kült oyunlarda tuşlar çalışmıyor. Sadece süper mario oynayabilirsiniz.;1
Bataryası bozuktu , şarjdan çıkartınca da çalışmıyordu . İade etmek istedim fakat iademi kabul etmediler ve ürünün iade reddinden sonrası bile iki hafta oldu hala elime ulaşmadı . Şikayet edeceğim bu firmayı da satanı da !;1
ınstagram fenomenlerinden görüp alacaksanız almayın. görüntü kalitesi kötü şarj olmuyor (içinden çıkan aletle de denedim farklı bir kabloyla da denedim) hatta şarj bölmesi içeri göçtü hiç bişey yapmamama rağmen. paranız boşa gider benim gitti.;1
Oğlum süper mario oyunu için almıştı fakat oyunlar çalışmıyor bazı oyunlar donuyor çok hevesle almıştık malesef üzülerek iade edicez;1
"Ekranı çizik ve hasar içinde geldi inanılacak gibi değil, sanki kullanılmıştı; küçücük koruyucu bir şey yapıştırmak bu kadar mı zor ya da maliyetli ya? Aşırı kalitesiz. Hediye olarak almıştım ama hediye edilemeyecek kadar kötü";1
sakin kimse almasin kirmizi istedim siyah yolladilar iade ettim geri yolladılar tuşları basmiyo kalitesiz sacma sapan bir ürün;1
Kasa malzemesi çok ince , eski tetrisler gibi falan değil. Tuşlarında kullanışsız . Sadece tuşları düzgün bassaydı bile eğlenceli olurdu ??;1
Ürün bataryası çok kötü akşam dolsa sabah oynayamıyosun ekran pikseli çoook kötü iade etmek zorunda kaldım;1
Çocuk sevindirmek için aldığımız birşey.. asla kaliteli bişi beklemeyin.. BOZUK,ÇATLAK batarya ile göndermeleri de cabası..;1
Tuşları iki kullanımda bozuldu ayrıca ikinci kolu oluyormuş ben alırken bilmiyordum siz alırken dikkat edinn aynı fiyata koluyla birlikte alırsınız bütün oyunlar var ama bazıları açıl ıyor bunları bilerek verin bence;1
Öncelikle ürün kırmızı yazıyor oyle dıye aldım fakat siyah renk geldi ve camında çizikler var. Kargo çok yavaş 10 günde elime ulaştı. Sıfır ilgi tavsiye etmıyorm.;1
ekran çizik içinde..sanırım kullanılmış ürünü göndermişler..süper mario için almıştım, onu açınca başka oyun açılıyor ?? kullanım klavuzu yerine cep telefonu için klavuz çıktı içinden..iade edicem;1
Okadar dandikti ki 1 kere tuşa bastık ekran beyazlaştı sır kapısı gibiydi trendyol böyle şeyler neden yapıyorsun!??;1
ürün beklediğim gibi gelmedi hayal kırıklığına uğradım. Bizim neslin büyük ekranlarda takıldığını düşünürsek ekranı düşük, mat, karmaşık bi yapısı var. çok istemiyorsanız sakin almayin;1
Ürün 48 saat şarj oldu ancak yine de şarja takılı olmadan çalışmadı resimdeki gibi bir ürün beklemeyin rengi yazıları soluk oyunları için birşey diyemiyorum çünkü göremedik iade ettim;1
Ürün güzel fakat kısa sürede ekranı bozuldu beyaz bi görüntü var hiçbir şey görünmüyor nasıl yaptırılır onu da bilmiyorum;1
Çok kalitesiz. İngilizce ve Çince menüsü var. Türkçe değil. Şarj ettik hemen bitti. İkinci kez şarja koyduk şarj olmuyor. Fişte takılıyken oynamaya çalışıyor çocuk. Kutusunu ve faturasını da attığım için iade de edemedik. Param boşa gitti yani;1
Rezalet paranıza değmez gelen ürün dandik görünümlü plastik basit birşey renkleri canlı değil ekranı açılmıyor bozuk iade edicem;1
ürünü yeğenime hediye olarak almıştım. başlangıçta güzeldi ancak ikinci şarjda bataryası şişti.problem batarya mi kaynakli bilemiyoruz ama şuanda çalışmıyor.ürün hesapli diye almistik ancak iki kullanımda bozulması düşünüldüğünde epey pahali..;1
Uzak Durun !!!!!!!! Geldiği günün ertesi gün ekran kararmaya başladı 5 dk çalışıyor sonra yok, paranıza yazık, bozuk ğrün satan satıcı da ne biliyim ...;1
gerçekten çok dandik bir ürün. çizikti geldiğinde. ekranın bir köşesinde nokta gibi bir yerden ışık sızdırıyordu. ve garip bir ses çıkartıyordu. iade ettim.;1
Çocukların gözleri için çok tehlikeli bir ürün sadece 10 dk oynadığımda başım ve gözüm ağrıdı çocuklara daha cok zarar verebilir;1
Bir hafta içinde bozuldu ekran kararıyor arkadaki kapak bataryayla temas ediyor ancak kapağı cikartinca çalışıyor oda ikide bir ekran gidiyor;1
"1 ay dolmadan arızalandı. Kendi sayfamdan ""fatura gönder"" butonuna basınca """"faturaya ulaşılamıyor"" hatası veriyor.";1
Eski oyunlar var evet cok begenerek aldım fakat gelınce içerğini hiç begenmedım Çok basit ekram kalıtesi hıc yok türkçesi yok hep yabancı isimler saçma sapan birsürü oyun yuklenmiş elle tutulur 5 oyun ancak var bence degmez geri iade ettim hiç begenmedım aynı oyunları yukleyıp yukleyıp durmuşlar ya;1
Fiyatına göre çok iyi;2
Alınmaz çok basit bir ürün üstelik tuşları çok küçük. Çoğu oyunda açılmadı zaten. Tavsiye etmiyorum;1
Çok dandik elime aldım gacur gucur sesler geldi resmen direk iade ettim;1
Oyunlar güzel ama ekran sürekli gidiyor sorunlu ürün geldi.;1
almayin oyunlar turkce degil. oynamasıda guzel degil. bosa para vermeyin;1
Çok kalitesiz 1 ay bile geçmeden üst ekran yerinden çıktı.;1
4 5 kere kullanımdan sonra sarj tutmamaya başladı ve su an asla şarj olmuyor biraz dandik bence...;1
Asla televizyona bağlayıp oynadığımız atarinin keyfini vermiyor ;1
Şarjı çabuk bitiyor görüntü kalitesi iyi değil, idare ediyor.;0
Ürün güzel fakat bazı zamanlarda ekran gidiyor geliyor;0
cok kalitesiz bir ürün bu fiyata degmez iki kere iade ettim her gelen bir oncekinden kotuydu;1
Görüntüsü beklediğimden daha kötü her an bozulcak gibi duruyor pek memnun kaldığımı söyleyemicem;1
Nostalji olması bi yana kesinlikle gereksiz ama çocukluğumu hatırladım;1
Belki fiyati uygun oldugu için ama kalitesiz urun tavsiye etmem;1
Çok kullanışlı değil her çocuğa uygun degul renk kalitesi kötü;1
çok hızlı bozuldu şarj giriş yeri çok az sayıda güzel oyun var;1
oyunların bir kısmı aynı. pek beğenmedim mario ve tank için alınabilir sadece 5 oyun.;1
Super mario oynamak için aldım fakat oyunu açmıyor o yüzden iade edeceğim;1
ürünü iade ediyorum ilk günden ekran kararmaya başladı ikinci gün tamamen karardı üzüldüm gerçekten;1
tuşlarda biraz sıkıntı var sol tuş kendiliğinden basıyor. onun dışında iyi;0
urun guzel cok da zevkli ama iki gunde bataryasi şişti oynarken anlayamadik;0
Maalesef ikinci oynamada ekran kararmaya başladı iade ediyorum;1
Güzel ürün ancak Kablosu uzun olsaydı daha iyi olurdu;0
Tusları bozuldu sesi cıkmıyor toplam 10kez oynanmıstır;1
Bu parayı haketmez, plastik.;1
goruntu kalitesi kotu oldugu icin iade ettim;1
Çok eğlenceli :) hızlı kargo, teşekkürler.....;2
güzel eğlenceli ama indirimde alın;2
sesi biraz cızırtılı sadece;1
Çok iyiydi fakat oyunlar genelde aynı;0
Tuşları sağlıklı basmasada güzel;0
Görüntü kalitesi pek hoş değil;2
fazla para verilip alinacak bir urun degil;1
aynı oyundan 5 tane felan var;1
Aksam adi ama çocuk için fena değil;0
Eh iste idare eder nefis köreltiyor;0
Ekranının görüntüsünü sevmedim;1
Ürün çok basit ama eğlenceli;2
aldığı parayı hak etmiyor.;1
yere düştü 1 kere ve ekran gitti hiç açılmıyor;1
